t,seg,active_gate,thrust,thrust_cmd,base_thrust,vtrim,descent_on,gate_v_ok,gate_found,u_err,v_err,size_frac,cy,u_f,u_f2,du_lat,v_f,sz_f,sig_k,live,far_rej,steer,bank_seg,ff_bank_deg,trim_deg,des_roll_deg,roll_n,est_pitch_deg,gyro_pitch,des_pitch_deg,pitch_n,tube_found,u_tube,curvature,area_frac,est_roll_deg,hold_on,loop_hz,det_hz
10.660828,2,2,0.340000,0.340000,0.2490,+0.10000,1,1,1,+0.96791,-0.23541,0.11560,137.63,+0.77257,+0.60966,-0.81457,-0.17702,0.18239,1.0000,1,0,1,2,+0.000,-13.000,-13.000,-0.00182,-17.245,-0.00000,+0.00,+0.00000,1,+0.45782,+0.30647,0.00909,-12.555,0,32.4,32.4
10.692210,2,2,0.340000,0.340000,0.2490,+0.10000,1,1,1,+0.96791,-0.23541,0.11560,137.63,+0.79907,+0.63535,-0.81859,-0.18494,0.17333,1.0000,1,0,1,2,+0.000,-13.000,-13.000,-0.00163,-17.248,+0.00000,+0.00,+0.00000,1,+0.45782,+0.30647,0.00909,-12.600,0,32.4,32.4
10.721001,2,2,0.340000,0.340000,0.2490,+0.10000,1,1,1,+0.35492,+0.51644,0.04811,272.96,+0.79907,+0.65595,-0.71558,-0.18494,0.17333,1.0000,0,1,1,2,+0.000,-13.000,-13.000,-0.00145,-17.251,-0.00000,+0.00,+0.00000,1,+0.47827,+0.33082,0.00985,-12.645,0,32.4,32.4
10.748162,2,2,0.340000,0.340000,0.2490,+0.10000,1,1,1,+0.36225,+0.51937,0.04779,273.49,+0.79907,+0.67306,-0.63002,-0.18494,0.17333,1.0000,0,1,1,2,+0.000,-13.000,-13.000,-0.00131,-17.253,-0.00000,+0.00,+0.00000,1,+0.49753,+0.32999,0.01001,-12.678,0,32.4,32.4
10.774629,2,2,0.340000,0.340000,0.2490,+0.10000,1,1,1,+0.36979,+0.52493,0.04907,274.49,+0.79907,+0.68779,-0.55639,-0.18494,0.17333,1.0000,0,1,1,2,+0.000,-13.000,-13.000,-0.00120,-17.255,+0.00000,+0.00,+0.00000,1,+0.51679,+0.33150,0.00958,-12.707,0,32.4,32.4
10.801712,2,2,0.340000,0.340000,0.2490,+0.10000,1,1,1,+0.37714,+0.52778,0.04843,275.00,+0.79907,+0.70106,-0.49003,-0.18494,0.17333,1.0000,0,1,1,2,+0.000,-13.000,-13.000,-0.00110,-17.257,+0.00000,+0.00,+0.00000,1,+0.54234,+0.32930,0.00897,-12.732,0,32.4,32.4
10.828283,2,2,0.340000,0.340000,0.2490,+0.10000,1,1,1,+0.38519,+0.53553,0.05000,276.40,+0.79907,+0.71255,-0.43257,-0.18494,0.17333,1.0000,0,1,1,2,+0.000,-13.000,-13.000,-0.00101,-17.258,+0.00000,+0.00,+0.00000,1,+0.56126,+0.33139,0.00845,-12.755,0,32.4,32.4
10.853193,2,2,0.340000,0.340000,0.2490,+0.10000,1,1,1,+0.38519,+0.53553,0.05000,276.40,+0.79907,+0.72214,-0.38466,-0.18494,0.17333,1.0000,0,1,1,2,+0.000,-13.000,-13.000,-0.00091,-17.260,+0.00000,+0.00,+0.00000,1,+0.56126,+0.33139,0.00845,-12.778,0,32.4,32.4
10.881046,2,2,0.340000,0.340000,0.2490,+0.10000,1,1,1,+0.39310,+0.53737,0.04875,276.73,+0.79907,+0.73154,-0.33764,-0.18494,0.17333,1.0000,0,1,1,2,+0.000,-13.000,-13.000,-0.00083,-17.261,+0.00000,+0.00,+0.00000,1,+0.58675,+0.33983,0.00777,-12.798,0,32.4,32.4
10.905686,2,2,0.340000,0.340000,0.2490,+0.10000,1,1,1,+0.40156,+0.54375,0.04969,277.88,+0.79907,+0.73895,-0.30060,-0.18494,0.17333,1.0000,0,1,1,2,+0.000,-13.000,-13.000,-0.00076,-17.262,+0.00000,+0.00,+0.00000,1,+0.61310,+0.00000,0.00730,-12.815,0,32.4,32.4
10.930312,2,2,0.340000,0.340000,0.2490,+0.10000,1,1,1,+0.40918,+0.54897,0.05000,278.81,+0.79907,+0.74554,-0.26765,-0.18494,0.17333,1.0000,0,1,1,2,+0.000,-13.000,-13.000,-0.00068,-17.263,+0.00000,+0.00,+0.00000,1,+0.63506,+0.00000,0.00701,-12.833,0,32.4,32.4
10.955693,2,2,0.340000,0.340000,0.2490,+0.10000,1,1,1,+0.41700,+0.55528,0.05031,279.95,+0.79907,+0.75157,-0.23750,-0.18494,0.17333,1.0000,0,1,1,2,+0.000,-13.000,-13.000,-0.00064,-17.264,+0.00000,+0.00,+0.00000,1,+0.65948,+0.00000,0.00691,-12.843,0,32.4,32.4
10.980696,2,2,0.340000,0.340000,0.2490,+0.10000,1,1,1,+0.41700,+0.55528,0.05031,279.95,+0.79907,+0.75684,-0.21111,-0.18494,0.17333,1.0000,0,1,1,2,+0.000,-13.000,-13.000,-0.00058,-17.265,-0.00000,+0.00,+0.00000,1,+0.65948,+0.00000,0.00691,-12.858,0,32.4,32.4
11.009950,2,2,0.340000,0.340000,0.2490,+0.10000,1,1,1,+0.42641,+0.56204,0.05092,281.17,+0.79907,+0.76223,-0.18417,-0.18494,0.17333,1.0000,0,1,1,2,+0.000,-13.000,-13.000,-0.00052,-17.266,-0.00000,+0.00,+0.00000,1,+0.68720,+0.00000,0.00682,-12.874,0,32.4,32.4
11.038216,2,2,0.340000,0.340000,0.2490,+0.10000,1,1,1,+0.43355,+0.56705,0.05182,282.07,+0.79907,+0.76679,-0.16137,-0.18494,0.17333,1.0000,0,1,1,2,+0.000,-13.000,-13.000,-0.00047,-17.267,+0.00000,+0.00,+0.00000,1,+0.70440,+0.00000,0.00641,-12.886,0,32.4,32.4
11.067141,2,2,0.340000,0.340000,0.2490,+0.10000,1,1,1,+0.44319,+0.57541,0.05241,283.57,+0.79907,+0.77087,-0.14098,-0.18494,0.17333,1.0000,0,1,1,2,+0.000,-13.000,-13.000,-0.00042,-17.267,-0.00000,+0.00,+0.00000,1,+0.73325,+0.00000,0.00646,-12.897,0,32.4,32.4
11.092591,2,2,0.340000,0.340000,0.2490,+0.10000,1,1,1,+0.45129,+0.58188,0.05329,284.74,+0.79846,+0.77028,-0.14087,-0.18480,0.17320,0.9992,0,1,1,2,+0.000,-13.000,-13.000,-0.00038,-17.268,+0.00000,+0.00,+0.00000,1,+0.74391,+0.00000,0.00637,-12.907,0,32.4,32.4
11.118262,2,2,0.340000,0.340000,0.2490,+0.10000,1,1,1,+0.45129,+0.58188,0.05329,284.74,+0.75850,+0.73173,-0.13382,-0.17555,0.16453,0.9492,0,1,1,2,+0.000,-13.000,-13.000,-0.00035,-17.268,+0.00000,+0.00,+0.00000,1,+0.74391,+0.00000,0.00637,-12.915,0,32.4,32.4
11.144740,2,2,0.340000,0.340000,0.2490,+0.10000,1,1,1,+0.46194,+0.59164,0.05241,286.49,+0.71938,+0.69399,-0.12692,-0.16650,0.15605,0.9003,0,1,1,2,+0.000,-13.000,-13.000,-0.00032,-17.269,+0.00000,+0.00,+0.00000,1,+0.74862,+0.00000,0.00597,-12.923,0,32.4,32.4
11.170572,2,2,0.340000,0.340000,0.2490,+0.10000,1,1,1,+0.46951,+0.59731,0.05300,287.52,+0.68315,+0.65905,-0.12053,-0.15811,0.14819,0.8549,0,1,1,2,+0.000,-13.000,-13.000,-0.00029,-17.269,-0.00000,+0.00,+0.00000,1,+0.75099,+0.00000,0.00562,-12.930,0,32.4,32.4
11.197664,2,2,0.340000,0.340000,0.2490,+0.09652,1,1,1,+0.48031,+0.60609,0.05358,289.10,+0.64712,+0.62429,-0.11417,-0.14977,0.14037,0.8098,0,1,1,2,+0.000,-13.000,-13.000,-0.00026,-17.270,+0.00000,+0.00,+0.00000,1,+0.75492,+0.00000,0.00508,-12.937,0,32.4,32.4
11.224276,2,2,0.340000,0.340000,0.2490,+0.09152,1,1,1,+0.48956,+0.61371,0.05386,290.47,+0.61358,+0.59193,-0.10825,-0.14201,0.13310,0.7679,0,1,1,2,+0.000,-13.000,-13.000,-0.00023,-17.270,+0.00000,+0.00,+0.00000,1,+0.75494,+0.00000,0.00500,-12.943,0,33.1,33.1
11.250063,2,2,0.335919,0.335919,0.2490,+0.08692,1,1,1,+0.48956,+0.61371,0.05386,290.47,+0.58274,+0.56218,-0.10281,-0.13487,0.12641,0.7293,0,1,1,2,+0.000,-13.000,-13.000,-0.00021,-17.271,+0.00000,+0.00,+0.00000,1,+0.75494,+0.00000,0.00500,-12.948,0,33.1,33.1
11.276732,2,2,0.331405,0.331405,0.2490,+0.08240,1,1,1,+0.49961,+0.62554,0.05472,292.60,+0.55247,+0.53298,-0.09747,-0.12787,0.11984,0.6914,0,1,1,2,+0.000,-13.000,-13.000,-0.00019,-17.271,+0.00000,+0.00,+0.00000,1,+0.74456,+0.00000,0.00459,-12.953,0,33.1,33.1
11.301316,2,2,0.327451,0.327451,0.2490,+0.07845,1,1,1,+0.50934,+0.63402,0.05472,294.12,+0.52596,+0.50740,-0.09280,-0.12173,0.11409,0.6582,0,1,1,2,+0.000,-13.000,-13.000,-0.00018,-17.271,-0.00000,+0.00,+0.00000,1,+0.75119,+0.00000,0.00435,-12.957,0,33.1,33.1
11.328770,2,2,0.310979,0.204000,0.2490,-0.04500,1,1,1,+0.52126,+0.64586,0.05611,296.25,+0.52540,+0.50958,-0.07910,-0.02908,0.10709,1.0000,1,0,1,2,+0.000,-13.000,-13.000,-0.00016,-17.271,-0.00000,+0.00,+0.00000,1,+0.76089,+0.00000,0.00403,-12.961,0,33.1,33.1
11.356254,2,2,0.294489,0.204000,0.2490,-0.04500,1,1,1,+0.52897,+0.65286,0.05747,297.51,+0.52583,+0.51154,-0.07144,+0.05331,0.10110,1.0000,1,0,1,2,+0.000,-13.000,-13.000,-0.00014,-17.272,-0.00000,+0.00,+0.00000,1,+0.75975,+0.00000,0.00386,-12.966,0,33.1,33.1
11.383233,2,2,0.278301,0.204000,0.2490,-0.04500,1,1,1,+0.52897,+0.65286,0.05747,297.51,+0.52620,+0.51328,+0.00000,+0.12457,0.09591,1.0000,1,0,0,2,+0.000,+0.000,+0.000,+0.00000,-17.249,-0.00000,+0.00,+0.00000,1,+0.75975,+0.00000,0.00386,-12.953,0,33.1,33.1
11.411897,2,2,0.261103,0.204000,0.2490,-0.04500,1,1,1,+0.53954,+0.66314,0.05666,299.37,+0.52787,+0.51511,+0.00000,+0.19208,0.09099,1.0000,1,0,0,2,+0.000,+0.000,+0.000,+0.00000,-17.417,-0.00000,+0.00,+0.00000,1,+0.77902,+0.00000,0.00402,-13.096,0,33.1,33.1
11.436213,2,2,0.246513,0.204000,0.2490,-0.04500,1,1,1,+0.55116,+0.67469,0.05774,301.44,+0.53040,+0.51677,+0.00000,+0.24440,0.08739,1.0000,1,0,0,2,+0.000,+0.000,+0.000,+0.00000,-17.477,-0.00000,+0.00,+0.00000,1,+0.78903,+0.00000,0.00365,-13.146,0,33.1,33.1
11.461265,2,2,0.231482,0.204000,0.2490,-0.04500,1,1,1,+0.56046,+0.68463,0.05747,303.23,+0.53374,+0.51866,+0.00000,+0.29340,0.08406,1.0000,1,0,0,2,+0.000,+0.000,+0.000,+0.00000,-17.477,-0.00000,+0.00,+0.00000,1,+0.77392,+0.00000,0.00367,-13.147,0,33.1,33.1
11.486894,2,2,0.216104,0.204000,0.2490,-0.04500,1,1,1,+0.57196,+0.69531,0.05800,305.16,+0.53809,+0.52086,+0.00000,+0.33906,0.08110,1.0000,1,0,0,2,+0.000,+0.000,+0.000,+0.00000,-17.477,-0.00000,+0.00,+0.00000,0,+0.00000,+0.00000,0.00355,-13.147,0,33.1,33.1
11.511295,2,2,0.204000,0.204000,0.2490,-0.04500,1,1,1,+0.57196,+0.69531,0.05800,305.16,+0.54177,+0.52314,+0.00000,+0.37779,0.07858,1.0000,1,0,0,2,+0.000,+0.000,+0.000,+0.00000,-17.477,-0.00000,+0.00,+0.00000,0,+0.00000,+0.00000,0.00355,-13.147,0,33.1,33.1
11.538117,2,2,0.204000,0.204000,0.2490,-0.04500,1,1,1,+0.58502,+0.70852,0.05984,307.53,+0.54688,+0.52595,+0.00000,+0.41690,0.07637,1.0000,1,0,0,2,+0.000,+0.000,+0.000,+0.00000,-17.477,-0.00000,+0.00,+0.00000,0,+0.00000,+0.00000,0.00340,-13.147,0,33.1,33.1
11.565544,2,2,0.204000,0.204000,0.2490,-0.04500,1,1,1,+0.59449,+0.71690,0.06060,309.04,+0.55262,+0.52916,+0.00000,+0.45308,0.07447,1.0000,1,0,0,2,+0.000,+0.000,+0.000,+0.00000,-17.478,-0.00000,+0.00,+0.00000,0,+0.00000,+0.00000,0.00335,-13.148,0,33.1,33.1
11.593597,2,2,0.204000,0.204000,0.2490,-0.04500,1,1,1,+0.59449,+0.71690,0.06060,309.04,+0.55777,+0.53268,+0.00000,+0.48553,0.07276,1.0000,1,0,0,2,+0.000,+0.000,+0.000,+0.00000,-17.478,-0.00000,+0.00,+0.00000,0,+0.00000,+0.00000,0.00335,-13.148,0,33.1,33.1
11.617387,2,2,0.204000,0.204000,0.2490,-0.04500,1,1,1,+0.60785,+0.72938,0.06111,311.29,+0.56310,+0.53592,+0.00000,+0.51146,0.07152,1.0000,1,0,0,2,+0.000,+0.000,+0.000,+0.00000,-17.478,-0.00000,+0.00,+0.00000,0,+0.00000,+0.00000,0.00324,-13.148,0,33.1,33.1
11.642308,2,2,0.204000,0.204000,0.2490,-0.04500,1,1,1,+0.61880,+0.73939,0.06161,313.09,+0.56927,+0.53961,+0.00000,+0.53671,0.07043,1.0000,1,0,0,2,+0.000,+0.000,+0.000,+0.00000,-17.478,+0.00000,+0.00,+0.00000,0,+0.00000,+0.00000,0.00299,-13.148,0,33.1,33.1
11.667038,2,2,0.204000,0.204000,0.2490,-0.04500,1,1,1,+0.62885,+0.74791,0.06211,314.62,+0.57583,+0.54360,+0.00000,+0.55995,0.06951,1.0000,1,0,0,2,+0.000,+0.000,+0.000,+0.00000,-17.478,-0.00000,+0.00,+0.00000,0,+0.00000,+0.00000,0.00285,-13.149,0,33.1,33.1
11.691398,2,2,0.204000,0.204000,0.2490,-0.04500,1,1,1,+0.64261,+0.76014,0.06236,316.83,+0.58308,+0.54788,+0.00000,+0.58169,0.06873,1.0000,1,0,0,2,+0.000,+0.000,+0.000,+0.00000,-17.478,+0.00000,+0.00,+0.00000,0,+0.00000,+0.00000,0.00266,-13.149,0,33.1,33.1
11.716576,2,2,0.204000,0.204000,0.2490,-0.04500,1,1,1,+0.64261,+0.76014,0.06236,316.83,+0.58973,+0.55256,+0.00000,+0.60164,0.06802,1.0000,1,0,0,2,+0.000,+0.000,+0.000,+0.00000,-17.478,+0.00000,+0.00,+0.00000,0,+0.00000,+0.00000,0.00266,-13.149,0,33.1,33.1
11.744387,2,2,0.204000,0.204000,0.2490,-0.04500,1,1,1,+0.65568,+0.76870,0.06359,318.37,+0.59778,+0.55808,+0.00000,+0.62204,0.06748,1.0000,1,0,0,2,+0.000,+0.000,+0.000,+0.00000,-17.478,+0.00000,+0.00,+0.00000,0,+0.00000,+0.00000,0.00239,-13.149,0,33.1,33.1
11.772599,2,2,0.204000,0.204000,0.2490,-0.04500,1,1,1,+0.66598,+0.77778,0.06407,320.00,+0.60621,+0.56403,+0.00000,+0.64129,0.06706,1.0000,1,0,0,2,+0.000,+0.000,+0.000,+0.00000,-17.478,+0.00000,+0.00,+0.00000,0,+0.00000,+0.00000,0.00243,-13.149,0,33.1,33.1
11.799178,2,2,0.204000,0.204000,0.2490,-0.04500,1,1,1,+0.67999,+0.78980,0.06431,322.16,+0.61487,+0.57000,+0.00000,+0.65871,0.06674,1.0000,1,0,0,2,+0.000,+0.000,+0.000,+0.00000,-17.478,-0.00000,+0.00,+0.00000,0,+0.00000,+0.00000,0.00224,-13.149,0,33.1,33.1
11.823166,2,2,0.204000,0.204000,0.2490,-0.04500,1,1,1,+0.69090,+0.79702,0.06526,323.46,+0.62301,+0.57567,+0.00000,+0.67352,0.06658,1.0000,1,0,0,2,+0.000,+0.000,+0.000,+0.00000,-17.478,-0.00000,+0.00,+0.00000,0,+0.00000,+0.00000,0.00210,-13.149,0,33.1,33.1
11.850207,2,2,0.204000,0.204000,0.2490,-0.04500,1,1,1,+0.69090,+0.79702,0.06526,323.46,+0.63110,+0.58227,+0.00000,+0.68823,0.06642,1.0000,1,0,0,2,+0.000,+0.000,+0.000,+0.00000,-17.478,-0.00000,+0.00,+0.00000,0,+0.00000,+0.00000,0.00210,-13.149,0,33.1,33.1
11.877307,2,2,0.204000,0.204000,0.2490,-0.04500,1,1,1,+0.70531,+0.80841,0.06573,325.51,+0.63995,+0.58916,+0.00000,+0.70257,0.06634,1.0000,1,0,0,2,+0.000,+0.000,+0.000,+0.00000,-17.478,-0.00000,+0.00,+0.00000,0,+0.00000,+0.00000,0.00203,-13.150,0,33.1,33.1
11.903305,2,2,0.204000,0.204000,0.2490,-0.04500,1,1,1,+0.71793,+0.81674,0.06667,327.01,+0.64892,+0.59603,+0.00000,+0.71571,0.06638,1.0000,1,0,0,2,+0.000,+0.000,+0.000,+0.00000,-17.478,-0.00000,+0.00,+0.00000,0,+0.00000,+0.00000,0.00189,-13.150,0,33.1,33.1
11.933480,2,2,0.204000,0.204000,0.2490,-0.04500,1,1,1,+0.72985,+0.82570,0.06736,328.63,+0.65953,+0.60436,+0.00000,+0.73013,0.06651,1.0000,1,0,0,2,+0.000,+0.000,+0.000,+0.00000,-17.478,+0.00000,+0.00,+0.00000,0,+0.00000,+0.00000,0.00186,-13.150,0,33.1,33.1
11.959503,2,2,0.204000,0.204000,0.2490,-0.04500,1,1,1,+0.72985,+0.82570,0.06736,328.63,+0.66763,+0.61164,+0.00000,+0.74113,0.06660,1.0000,1,0,0,2,+0.000,+0.000,+0.000,+0.00000,-17.478,+0.00000,+0.00,+0.00000,0,+0.00000,+0.00000,0.00186,-13.150,0,33.1,33.1
11.986546,2,2,0.204000,0.204000,0.2490,-0.04500,1,1,1,+0.75758,+0.84545,0.06917,332.18,+0.67834,+0.61959,+0.00000,+0.75356,0.06691,1.0000,1,0,0,2,+0.000,+0.000,+0.000,+0.00000,-17.478,-0.00000,+0.00,+0.00000,0,+0.00000,+0.00000,0.00142,-13.150,0,33.1,33.1
12.013723,2,2,0.204000,0.204000,0.2490,-0.04500,1,1,1,+0.75758,+0.84545,0.06917,332.18,+0.68782,+0.62775,+0.00000,+0.76455,0.06718,1.0000,1,0,0,2,+0.000,+0.000,+0.000,+0.00000,-17.478,+0.00000,+0.00,+0.00000,0,+0.00000,+0.00000,0.00142,-13.150,0,33.1,33.1
12.040354,2,2,0.204000,0.204000,0.2490,-0.04500,1,1,1,+0.76965,+0.85285,0.06849,333.51,+0.69744,+0.63594,+0.00000,+0.77492,0.06733,1.0000,1,0,0,2,+0.000,+0.000,+0.000,+0.00000,-17.478,+0.00000,+0.00,+0.00000,0,+0.00000,+0.00000,0.00123,-13.150,0,33.1,33.1
12.066740,2,2,0.204000,0.204000,0.2490,-0.04500,1,1,1,+0.78493,+0.86421,0.06983,335.56,+0.70763,+0.64429,+0.00000,+0.78533,0.06762,1.0000,1,0,0,2,+0.000,+0.000,+0.000,+0.00000,-17.478,+0.00000,+0.00,+0.00000,0,+0.00000,+0.00000,0.00111,-13.150,0,33.1,33.1
12.091732,2,2,0.204000,0.204000,0.2490,-0.04500,1,1,1,+0.80167,+0.87508,0.07136,337.52,+0.71808,+0.65249,+0.00000,+0.79530,0.06804,1.0000,1,0,0,2,+0.000,+0.000,+0.000,+0.00000,-17.478,-0.00000,+0.00,+0.00000,0,+0.00000,+0.00000,0.00101,-13.150,0,33.1,33.1
12.118404,2,2,0.204000,0.204000,0.2490,-0.04500,1,1,1,+0.80167,+0.87508,0.07136,337.52,+0.72791,+0.66137,+0.00000,+0.80469,0.06843,1.0000,1,0,0,2,+0.000,+0.000,+0.000,+0.00000,-17.478,-0.00000,+0.00,+0.00000,0,+0.00000,+0.00000,0.00101,-13.150,0,33.1,33.1
12.145647,2,2,0.204000,0.204000,0.2490,-0.04500,1,1,1,+0.81532,+0.88360,0.07158,339.05,+0.73839,+0.67060,+0.00000,+0.81415,0.06881,1.0000,1,0,0,2,+0.000,+0.000,+0.000,+0.00000,-17.478,+0.00000,+0.00,+0.00000,0,+0.00000,+0.00000,0.00101,-13.150,0,33.1,33.1
12.171090,2,2,0.204000,0.204000,0.2490,-0.04500,1,1,1,+0.82825,+0.89402,0.07222,340.92,+0.74854,+0.67940,+0.00000,+0.82316,0.06919,1.0000,1,0,0,2,+0.000,+0.000,+0.000,+0.00000,-17.478,+0.00000,+0.00,+0.00000,0,+0.00000,+0.00000,0.00109,-13.150,0,33.1,33.1
12.196290,2,2,0.204000,0.204000,0.2490,-0.04500,1,1,1,+0.84583,+0.89994,0.07265,341.99,+0.75942,+0.68835,+0.00000,+0.83175,0.06958,1.0000,1,0,0,2,+0.000,+0.000,+0.000,+0.00000,-17.478,+0.00000,+0.00,+0.00000,0,+0.00000,+0.00000,0.00100,-13.150,0,33.1,33.1
12.220947,2,2,0.204000,0.204000,0.2490,-0.04500,1,1,1,+0.84583,+0.89994,0.07265,341.99,+0.76891,+0.69719,+0.00000,+0.83924,0.06992,1.0000,1,0,0,2,+0.000,+0.000,+0.000,+0.00000,-17.478,+0.00000,+0.00,+0.00000,0,+0.00000,+0.00000,0.00100,-13.150,0,33.1,33.1
12.248422,2,2,0.204000,0.204000,0.2490,-0.04500,1,1,1,+0.85905,+0.90734,0.07136,343.32,+0.77980,+0.70717,+0.00000,+0.84746,0.07009,1.0000,1,0,0,2,+0.000,+0.000,+0.000,+0.00000,-17.478,+0.00000,+0.00,+0.00000,0,+0.00000,+0.00000,0.00104,-13.150,0,38.1,38.1
12.276423,2,2,0.204000,0.204000,0.2490,-0.04500,1,1,1,+0.87351,+0.91188,0.07005,344.14,+0.79130,+0.71750,+0.00000,+0.85537,0.07009,1.0000,1,0,0,2,+0.000,+0.000,+0.000,+0.00000,-17.478,+0.00000,+0.00,+0.00000,0,+0.00000,+0.00000,0.00101,-13.150,0,38.1,38.1
12.300609,2,2,0.204000,0.204000,0.2490,-0.04500,1,1,1,+0.89000,+0.91563,0.06917,344.81,+0.80195,+0.72661,+0.00000,+0.86187,0.06999,1.0000,1,0,0,2,+0.000,+0.000,+0.000,+0.00000,-17.478,-0.00000,+0.00,+0.00000,0,+0.00000,+0.00000,0.00118,-13.150,0,38.1,38.1
12.326037,2,2,0.204000,0.204000,0.2490,-0.04500,1,1,1,+0.90849,+0.91925,0.06620,345.46,+0.81397,+0.73647,+0.00000,+0.86835,0.06956,1.0000,1,0,0,2,+0.000,+0.000,+0.000,+0.00000,-17.478,+0.00000,+0.00,+0.00000,0,+0.00000,+0.00000,0.00124,-13.150,0,38.1,38.1
12.351747,2,2,0.204000,0.204000,0.2490,-0.04500,1,1,1,+0.90849,+0.91925,0.06620,345.46,+0.82474,+0.74652,+0.00000,+0.87414,0.06918,1.0000,1,0,0,2,+0.000,+0.000,+0.000,+0.00000,-17.478,+0.00000,+0.00,+0.00000,0,+0.00000,+0.00000,0.00124,-13.150,0,38.1,38.1
12.378527,2,2,0.204000,0.204000,0.2490,-0.04500,1,1,1,+0.92458,+0.92197,0.06431,345.96,+0.83653,+0.75715,+0.00000,+0.87979,0.06860,1.0000,1,0,0,2,+0.000,+0.000,+0.000,+0.00000,-17.478,-0.00000,+0.00,+0.00000,0,+0.00000,+0.00000,0.00123,-13.150,0,38.1,38.1
12.404488,2,2,0.204000,0.204000,0.2490,-0.04500,1,1,1,+0.93989,+0.92396,0.06285,346.31,+0.84840,+0.76763,+0.00000,+0.88487,0.06794,1.0000,1,0,0,2,+0.000,+0.000,+0.000,+0.00000,-17.478,-0.00000,+0.00,+0.00000,0,+0.00000,+0.00000,0.00128,-13.150,0,38.1,38.1
12.433028,2,2,0.204000,0.204000,0.2490,-0.04500,1,1,1,+0.94524,+0.92500,0.05329,346.50,+0.84840,+0.77772,+0.00000,+0.88487,0.06794,1.0000,0,1,0,2,+0.000,+0.000,+0.000,+0.00000,-17.478,+0.00000,+0.00,+0.00000,0,+0.00000,+0.00000,0.00137,-13.150,0,38.1,38.1
12.458116,2,2,0.204000,0.204000,0.2490,-0.04500,1,1,1,+0.95238,+0.92582,0.04681,346.65,+0.84840,+0.78560,+0.00000,+0.88487,0.06794,1.0000,0,1,0,2,+0.000,+0.000,+0.000,+0.00000,-17.478,+0.00000,+0.00,+0.00000,0,+0.00000,+0.00000,0.00133,-13.150,0,38.1,38.1
12.484595,2,2,0.204000,0.204000,0.2490,-0.04500,1,1,1,+0.95238,+0.92582,0.04681,346.65,+0.84840,+0.79294,+0.00000,+0.88487,0.06794,1.0000,0,1,0,2,+0.000,+0.000,+0.000,+0.00000,-17.478,+0.00000,+0.00,+0.00000,0,+0.00000,+0.00000,0.00133,-13.150,0,38.1,38.1
12.512541,2,2,0.204000,0.204000,0.2490,-0.04500,1,1,1,+0.96290,+0.93387,0.04374,348.10,+0.84840,+0.79974,+0.00000,+0.88487,0.06794,1.0000,0,1,0,2,+0.000,+0.000,+0.000,+0.00000,-17.478,-0.00000,+0.00,+0.00000,0,+0.00000,+0.00000,0.00132,-13.150,0,38.1,38.1
12.536008,2,2,0.204000,0.204000,0.2490,-0.04500,1,1,1,+0.97778,+0.94444,0.03727,350.00,+0.84840,+0.80485,+0.00000,+0.88487,0.06794,1.0000,0,1,0,2,+0.000,+0.000,+0.000,+0.00000,-17.478,-0.00000,+0.00,+0.00000,0,+0.00000,+0.00000,0.00135,-13.150,0,38.1,38.1
12.560712,2,2,0.204000,0.204000,0.2490,-0.04500,1,1,1,+0.49353,+0.56296,0.04194,281.33,+0.84840,+0.80964,+0.00000,+0.88487,0.06794,1.0000,0,1,0,2,+0.000,+0.000,+0.000,+0.00000,-17.478,-0.00000,+0.00,+0.00000,0,+0.00000,+0.00000,0.00147,-13.150,0,38.1,38.1
12.586268,2,2,0.204000,0.204000,0.2490,-0.04500,1,1,1,+0.49353,+0.56296,0.04194,281.33,+0.84840,+0.81403,+0.00000,+0.88487,0.06794,1.0000,0,1,0,2,+0.000,+0.000,+0.000,+0.00000,-17.478,-0.00000,+0.00,+0.00000,0,+0.00000,+0.00000,0.00147,-13.150,0,38.1,38.1
12.614644,2,2,0.204000,0.204000,0.2490,-0.04500,1,1,1,+0.49955,+0.56444,0.04120,281.60,+0.84840,+0.81830,+0.00000,+0.88487,0.06794,1.0000,0,1,0,2,+0.000,+0.000,+0.000,+0.00000,-17.478,-0.00000,+0.00,+0.00000,0,+0.00000,+0.00000,0.00155,-13.150,0,38.1,38.1
12.637460,2,2,0.204000,0.204000,0.2490,-0.04500,1,1,1,+0.50647,+0.56687,0.04157,282.04,+0.84840,+0.82138,+0.00000,+0.88487,0.06794,1.0000,0,1,0,2,+0.000,+0.000,+0.000,+0.00000,-17.478,-0.00000,+0.00,+0.00000,0,+0.00000,+0.00000,0.00159,-13.150,0,38.1,38.1
12.663129,2,2,0.204000,0.204000,0.2490,-0.04500,1,1,1,+0.51455,+0.56762,0.04231,282.17,+0.84840,+0.82446,+0.00000,+0.88487,0.06794,1.0000,0,1,0,2,+0.000,+0.000,+0.000,+0.00000,-17.478,-0.00000,+0.00,+0.00000,0,+0.00000,+0.00000,0.00154,-13.150,0,38.1,38.1
12.688190,2,2,0.204000,0.204000,0.2490,-0.04500,1,1,1,+0.52112,+0.57203,0.04231,282.97,+0.84840,+0.82712,+0.00000,+0.88487,0.06794,1.0000,0,1,0,2,+0.000,+0.000,+0.000,+0.00000,-17.478,-0.00000,+0.00,+0.00000,0,+0.00000,+0.00000,0.00155,-13.150,0,38.1,38.1
